honorific,honorific gender,gender guess,probability,first_name,last_name,position,organization,house_event_id,committee_name,subcommittee,date,gender,initials,notes
Vice Admiral,,male,0.74,Terry,"Benedict, U.S. Navy",Director,Strategic Systems Programs,102090,House Committee on Armed Services,Strategic Forces,2014-04-08T19:30:00Z,male,LY,
Vice Admiral,,male,0.98,Allen,Myers,Deputy Chief of Naval Operations for Integration of Capabilities and Resources (N8),USN,101416,House Committee on Armed Services,Tactical Air and Land Forces,2013-10-23T19:30:00Z,male,,
Vice Admiral,,male,0.99,John,Currier,Vice Commandant,U.S. Coast guard,101527,House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,2013-12-11T15:00:00Z,male,,
Vice Admiral,,male,0.99,Joseph,Mulloy,Deputy Chief of Naval Operations for Integration of Capabilities and Resources,United States Navy,101960,House Committee on Armed Services,Seapower and Projection Forces,2014-03-26T19:30:00Z,male,,
Vice Admiral,,male,0.99,Joseph,Mulloy,Deputy Chief of Naval Operations for Integration of Capabilities and Resources (N-8),United States Navy,101920,House Committee on Armed Services,Readiness,2014-03-27T13:00:00Z,male,,
Vice Admiral,,male,0.99,Joseph,Aucoin,Deputy Chief of Naval Operations,Office of Naval Operations Warfare Systems (N9),102431,House Committee on Armed Services,Seapower and Projection Forces,2014-07-25T13:00:00Z,male,,
Vice Admiral,,male,1,Charles,Michel,Deputy Commandant for Operations,U.S Coast Guard,102263,House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,2014-06-18T13:30:00Z,male,,
Vice Admiral,,male,1,David,"Venlet, USN (ret.)",Former PEO F-35 and Navair Commander,,102377,House Committee on Armed Services,,2014-06-24T14:00:00Z,male,,
Vice Admiral,,male,1,Frank,"Pandolfe, USN",Director for Strategic Plans and Policy,The Joint Staff,102108,House Committee on Armed Services,,2014-04-08T14:00:00Z,male,,
Vice Admiral,,male,1,Frank,Pandolfe,"Director for Strategic Plans and Policy (J-5), The Joint Staff",Department of Defense,101730,House Committee on Armed Services,,2014-02-11T15:00:00Z,male,,
Vice Admiral,,male,1,Frank,Pandolfe,Director for Strategic Plans and Policy,"Joint Staff, J-5",101671,House Committee on Armed Services,,2014-01-28T15:00:00Z,male,,
Vice Admiral,,male,1,James,"Syring, U.S. Navy",Director,Missile Defense Agency,101945,House Committee on Armed Services,Strategic Forces,2014-03-25T19:30:00Z,male,,
Vice Admiral,,male,1,Paul,"Grosklags, USN","Principal Military Deputy to the Assistant Secretary of the Navy (Research, Development, and Acquisition)",U.S. Navy,101954,House Committee on Armed Services,Tactical Air and Land Forces,2014-03-26T16:30:00Z,male,,
Vice Admiral,,male,1,Paul,"Grosklags, U.S. Navy","Principal Military Deputy, Assistant Secretary of the Navy for Research, Development, and Acquisitions",Department of Defense,102341,House Committee on Armed Services,Seapower and Projection Forces,2014-07-16T18:00:00Z,male,,
Vice Admiral,,male,1,Peter,Neffenger,Vice Commandant,U.S. Coast Guard,102448,House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,2014-07-23T14:30:00Z,male,,
Vice Admiral,,male,1,William,Moran,"Chief of Naval Personnel and Deputy Chief of Naval Operations, (Manpower, Personnel, Training and Education)",U.S. Navy,101943,House Committee on Armed Services,Military Personnel,2014-03-25T18:00:00Z,male,,
Vice Admiral,,male,1,William,Brown,,,102432,House Committee on Armed Services,Seapower and Projection Forces,2014-07-30T18:00:00Z,male,,
The Honorable,,female,0.5,Rush,Holt,Member of Congress,,101721,House Committee on Rules,,2014-02-03T22:00:00Z,male,LY,misidentified
The Honorable,,female,0.5,Rush,Holt,Member of Congress,,101514,House Committee on Rules,,2013-11-18T22:00:00Z,male,LY,misidentified
The Honorable,,female,0.5,Rush,Holt,Member of Congress,,101321,House Committee on Energy and Commerce,"Commerce, Manufacturing, and Trade",2013-09-19T14:15:00Z,female,LY,
The Honorable,,male,0.52,Anh,Cao,Former Member of Congress,,100637,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",2013-04-11T14:00:00Z,male,LY,
The Honorable,,female,0.56,Jamie,Gorelick,Former Commissioner,National Commission on Terrorist Attacks Upon the United States,102473,House Committee on Homeland Security,,2014-07-23T14:00:00Z,female,LY,
The Honorable,,female,0.56,Marlin,Stutzman,Member of Congress,,101428,House Committee on Rules,,2013-10-22T21:00:00Z,male,LY,misidentified
The Honorable,,female,0.58,Jean,Fuller,State Senator,State of California,101950,House Committee on Natural Resources,Energy and Mineral Resources,2014-04-04T13:30:00Z,female,LY,
The Honorable,,female,0.59,Robin,Sanders,Chief Executive Officer,FEEEDS Advocacy Initiative,102326,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",2014-06-11T18:30:00Z,female,LY,
The Honorable,,female,0.59,Robin,Sanders,Chief Executive Officer,FEEEDS Advocacy Initiative,102176,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",2014-05-01T14:00:00Z,female,LY,
The Honorable,,female,0.59,Robin,Kelly,Member of Congress,,102603,House Committee on Rules,,2014-07-30T18:00:00Z,female,LY,
The Honorable,,male,0.6,Jan,Frye,Deputy Assistant Secretary,"Office of Acquitions and Logistics, Department of Veterans Affairs",101551,House Committee on Small Business,Contracting and Workforce,2013-12-11T15:00:00Z,male,LY,
The Honorable,,female,0.67,Bisa,Williams,"Principal Deputy Assistant Secretary, Bureau of African Affairs",U.S. Department of State,102607,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",2014-08-07T18:00:00Z,female,LY,
The Honorable,,female,0.67,Chaka,Fattah,Member of Congress,,101872,House Committee on the Budget,,2014-03-25T14:00:00Z,male,LY,misidentified
The Honorable,,female,0.67,Chaka,Fattah,Member of Congress,,102603,House Committee on Rules,,2014-07-30T18:00:00Z,male,LY,misidentified
The Honorable,,female,0.67,Michle,Flournoy,Former Undersecretary of Defense for Policy,Department of Defense,101276,House Committee on Armed Services,,2013-09-19T14:00:00Z,female,LY,misspelled
The Honorable,,female,0.67,Tulsi,Gabbard,Member of Congress,,102258,House Committee on Rules,,2014-05-20T19:00:00Z,female,LY,
The Honorable,,male,0.71,Rand,Beers,Under Secretary,"National Protection and Programs Directorate, U.S. Department of Homland Security",100468,House Committee on Energy and Commerce,Environment and the Economy,2013-03-14T14:00:00Z,male,LY,
The Honorable,,male,0.74,Lee,Terry,Member of Congress,,101651,House Committee on Rules,,2014-01-08T20:00:00Z,male,LY,
The Honorable,,male,0.74,Lee,Jong-hoon,Ambassador-at-Large for Human Rights,Republic of Korea,102355,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",2014-06-18T18:00:00Z,male,LY,
The Honorable,,female,0.75,Jeh,Johnson,Secretary,Department of Homeland Security,101856,House Committee on Appropriations,Homeland Security,2014-03-11T20:00:00Z,male,LY,misidentified
The Honorable,,female,0.75,Jeh,Johnson,Secretary,U.S. Department of Homeland Security,101875,House Committee on Homeland Security,,2014-03-13T18:00:00Z,male,LY,misidentified
The Honorable,,female,0.75,Jeh,Johnson,Secretary,U.S. Department of Homeland Security,101722,House Committee on Homeland Security,,2014-02-26T15:00:00Z,male,LY,misidentified
The Honorable,,female,0.75,Jeh,Johnson,Secretary,U.S. Department of Homeland Security,102275,House Committee on the Judiciary,,2014-05-29T14:30:00Z,male,LY,misidentified
The Honorable,,female,0.75,Jeh,Johnson,Secretary,U.S. Department of Homeland Security,102395,House Committee on Homeland Security,,2014-06-24T14:00:00Z,male,LY,misidentified
The Honorable,,male,0.75,Slade,Gorton,Commissioner,Commission on the Theft of American Intellectual Property,101104,House Committee on Energy and Commerce,Oversight and Investigations,2013-07-09T14:15:00Z,male,LY,
The Honorable,,male,0.75,Slade,Gorton,,,102556,House Committee on Natural Resources,Public Lands and Environmental Regulation,2014-07-29T14:00:00Z,male,LY,
The Honorable,,male,0.76,Sam,Graves,Member of Congress,,102098,House Committee on Armed Services,,2014-04-09T14:00:00Z,male,LY,
The Honorable,,male,0.76,Sam,Johnson,Member of Congress,,102098,House Committee on Armed Services,,2014-04-09T14:00:00Z,male,LY,
The Honorable,,male,0.76,Sam,Farr,Member of Congress,,102022,House Committee on Appropriations,Defense,2014-04-04T13:00:00Z,male,LY,
The Honorable,,male,0.76,Sam,Farr,Member of Congress,,101518,House Committee on Natural Resources,Public Lands and Environmental Regulation,2013-11-21T15:00:00Z,male,LY,
The Honorable,,male,0.76,Sam,Page,Sheriff of Rockingham County,,100978,House Committee on the Judiciary,,2013-06-13T18:00:00Z,male,LY
The Honorable,,male,0.76,Sam,Farr,Member of Congress,,102603,House Committee on Rules,,2014-07-30T18:00:00Z,male,LY
The Honorable,,male,0.76,Sam,Farr,Member of Congress,,102337,House Committee on Rules,,2014-06-10T19:00:00Z,male,LY
The Honorable,,male,0.76,Sam,Farr,Member of Congress,,102269,House Committee on Natural Resources,Public Lands and Environmental Regulation,2014-05-20T13:30:00Z,male,LY
The Honorable,,female,0.79,Joan,Mooney,Assistant Secretary for Congressional and Legislative Affairs,,101290,House Committee on Veterans' Affairs,,2013-09-19T14:00:00Z,female,LY
The Honorable,,male,0.8,Garland,Barr,Member of Congress,,102098,House Committee on Armed Services,,2014-04-09T14:00:00Z,male,LY
The Honorable,,male,0.81,Cam,Ward,"Chair, Prison Reform Task Force",Alabama State Senate,102470,House Committee on the Judiciary,"Crime, Terrorism, Homeland Security, and Investigations",2014-07-15T14:00:00Z,male,LY
The Honorable,,male,0.87,Devin,Nunes,Member of Congress,,102172,House Committee on Rules,,2014-04-28T21:00:00Z,male,LY
The Honorable,,male,0.87,Devin,Nunes,Member of Congress,,102098,House Committee on Armed Services,,2014-04-09T14:00:00Z,male,LY
The Honorable,,male,0.87,Devin,Nunes,Member of Congress,,102022,House Committee on Appropriations,Defense,2014-04-04T13:00:00Z,male,LY
The Honorable,,male,0.87,Devin,Nunes,Member of Congress,,101735,House Committee on Rules,,2014-02-04T19:00:00Z,male,LY
The Honorable,,male,0.88,Cal,Dooley,President & CEO,American Chemistry Council,102160,House Committee on Energy and Commerce,Environment and the Economy,2014-04-29T14:15:00Z,male,
The Honorable,,male,0.88,Cal,Dooley,President and CEO,American Chemistry Council,101197,House Committee on Energy and Commerce,"Commerce, Manufacturing, and Trade",2013-07-24T13:45:00Z,male,
The Honorable,,male,0.88,Cory,Gardner,Member of Congress,,102098,House Committee on Armed Services,,2014-04-09T14:00:00Z,male,
The Honorable,,male,0.88,Cory,Gardner,,United States House of Representatives,101193,House Committee on the Judiciary,Immigration and Border Security,2013-07-23T18:00:00Z,male,
The Honorable,,male,0.88,Cory,Gardner,Member of Congress,,102424,House Committee on Rules,,2014-06-23T21:00:00Z,male,
The Honorable,,male,0.89,Denny,Heck,Member of Congress,,102098,House Committee on Armed Services,,2014-04-09T14:00:00Z,male
The Honorable,,male,0.89,Denny,Heck,Member of Congress,,102022,House Committee on Appropriations,Defense,2014-04-04T13:00:00Z,male
The Honorable,,male,0.89,Reed,Hundt,Principal,REH Advisors,101648,House Committee on Energy and Commerce,Communications and Technology,2014-01-15T15:00:00Z,male
The Honorable,,male,0.89,Shawn,Bray,"Director, INTERPOL Washington, U.S. National Central Bureau",U.S. Department of Justice,102057,House Committee on Homeland Security,Border and Maritime Security,2014-04-04T13:00:00Z,male
The Honorable,,male,0.9,Mac,Thornberry,Member of Congress,,102556,House Committee on Natural Resources,Public Lands and Environmental Regulation,2014-07-29T14:00:00Z,male
The Honorable,,male,0.92,Ander,Crenshaw,Member of Congress,,101910,House Committee on Veterans' Affairs,Disability Assistance and Memorial Affairs,2014-03-26T19:30:00Z,male
The Honorable,,male,0.92,Ander,Crenshaw,Member of Congress,,101403,House Committee on Rules,,2013-10-08T16:30:00Z,male
The Honorable,,male,0.92,Chris,Van Hollen,Member of Congress,,102116,House Committee on Rules,,2014-04-07T21:00:00Z,male
The Honorable,,male,0.92,Chris,Collins,Member of Congress,,102098,House Committee on Armed Services,,2014-04-09T14:00:00Z,male
The Honorable,,male,0.92,Chris,Stewart,Member of Congress,,101735,House Committee on Rules,,2014-02-04T19:00:00Z,male
The Honorable,,male,0.92,Chris,Van Hollen,Member of Congress,,101601,House Committee on Rules,,2013-12-11T19:00:00Z,male
The Honorable,,male,0.92,Chris,Van Hollen,Member of Congress,,101403,House Committee on Rules,,2013-10-08T16:30:00Z,male
The Honorable,,male,0.92,Chris,Collins,Member of Congress,,102258,House Committee on Rules,,2014-05-20T19:00:00Z,male
The Honorable,,male,0.92,Chris,Cox,"Counsel, NetChoice","Partner, Bingham McCutchen LLP",101833,House Committee on the Judiciary,,2014-03-12T14:00:00Z,male
The Honorable,,male,0.92,Glyn,Davies,"Special Representative for North Korea Policy, Bureau of East Asian and Pacific Affairs",U.S. Department of State,102493,House Committee on Foreign Affairs,Asia and the Pacific,2014-07-30T18:00:00Z,male
The Honorable,,female,0.92,Kay,Brown,Director,U.S. Government Accountability Office,100844,House Committee on Energy and Commerce,"Commerce, Manufacturing, and Trade",2013-05-16T13:45:00Z,female
The Honorable,,female,0.92,Kay,Granger,Member of Congress,,102603,House Committee on Rules,,2014-07-30T18:00:00Z,female
The Honorable,,male,0.92,Lorne,Craner,"Former Assistant Secretary, Bureau of Democracy, Human Rights, and Labor, U.S. Department of State",,102455,House Committee on Foreign Affairs,,2014-07-09T14:00:00Z,male
The Honorable,,male,0.94,Al,Green,Member of Congress,,101910,House Committee on Veterans' Affairs,Disability Assistance and Memorial Affairs,2014-03-26T19:30:00Z,male
The Honorable,,female,0.94,Dana,Rohrabacher,Member of Congress,,102258,House Committee on Rules,,2014-05-20T19:00:00Z,female
The Honorable,,male,0.94,Doc,Hastings,Member of Congress,,101991,House Committee on Rules,,2014-03-25T19:00:00Z,male
The Honorable,,male,0.94,Doc,Hastings,Member of Congress,,101912,House Committee on Rules,,2014-03-12T19:00:00Z,male
The Honorable,,male,0.94,Doc,Hastings,Member of Congress,,101852,House Committee on Rules,,2014-03-05T20:00:00Z,male
The Honorable,,male,0.94,Doc,Hastings,Member of Congress,,101735,House Committee on Rules,,2014-02-04T19:00:00Z,male
The Honorable,,male,0.94,Doc,Hastings,Member of Congress,,101735,House Committee on Rules,,2014-02-04T19:00:00Z,male
The Honorable,,male,0.94,Doc,Hastings,Member of Congress,,101721,House Committee on Rules,,2014-02-03T22:00:00Z,male
The Honorable,,male,0.94,Doc,Hastings,Member of Congress,,101514,House Committee on Rules,,2013-11-18T22:00:00Z,male
The Honorable,,male,0.94,Doc,Hastings,Member of Congress,,101338,House Committee on Rules,,2013-09-18T19:00:00Z,male
The Honorable,,male,0.94,Doc,Hastings,Member of Congress,,101338,House Committee on Rules,,2013-09-18T19:00:00Z,male
The Honorable,,male,0.94,Doc,Hastings,Member of Congress,,101337,House Committee on Rules,,2013-09-17T21:00:00Z,male
The Honorable,,male,0.94,Doc,Hastings,Member of Congress,,102595,House Committee on Rules,,2014-07-28T21:00:00Z,male
The Honorable,,male,0.94,Doc,Hastings,Member of Congress,,102428,House Committee on Rules,,2014-06-24T19:00:00Z,male
The Honorable,,male,0.94,Gene,Dodaro,Comptroller General of the United States,Government Accountability Office,102186,House Committee on Homeland Security,,2014-05-07T14:00:00Z,male
The Honorable,,male,0.94,Gene,Dodaro,Comptroller General of the United States,U.S. Government Accountability Office,102142,House Committee on Oversight and Government Reform,,2014-04-08T17:30:00Z,male
The Honorable,,male,0.94,Gene,Green,Member of Congress,,101912,House Committee on Rules,,2014-03-12T19:00:00Z,male
The Honorable,,male,0.94,Gene,Dodaro,Comptroller General,Government Accountability Office,101802,House Committee on Appropriations,Legislative Branch,2014-03-05T16:00:00Z,male
The Honorable,,male,0.94,Gene,Green,Member of Congress,,102424,House Committee on Rules,,2014-06-23T21:00:00Z,male
The Honorable,,female,0.94,Jackie,Walorski,Member of Congress,,101916,House Committee on Veterans' Affairs,Health,2014-03-27T13:00:00Z,female
The Honorable,,female,0.94,Jackie,Walorski,Member of Congress,,101895,House Committee on Energy and Commerce,Health,2014-03-13T14:00:00Z,female
The Honorable,,female,0.94,Jackie,Speier,Member of Congress,,102258,House Committee on Rules,,2014-05-20T19:00:00Z,female
The Honorable,,male,0.94,Ross,Miller,"Secretary of State, Nevada",,101500,House Committee on House Administration,,2013-11-20T16:30:00Z,male
The Honorable,,male,0.95,Andy,Barr,Member of Congress,,101426,House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,2013-10-29T14:30:00Z,male
The Honorable,,male,0.95,Danny,Davis,Member of Congress,,101872,House Committee on the Budget,,2014-03-25T14:00:00Z,male
The Honorable,,male,0.96,Ajit,Pai,Commissioner,Federal Communications Commission,101585,House Committee on Energy and Commerce,Communications and Technology,2013-12-12T15:00:00Z,male
The Honorable,,female,0.96,Lois,Frankel,Member of Congress,,101428,House Committee on Rules,,2013-10-22T21:00:00Z,female
The Honorable,,male,0.96,Louie,Gohmert,Member of Congress,,102258,House Committee on Rules,,2014-05-20T19:00:00Z,male
The Honorable,,female,0.96,Lynn,Jenkins,Member of Congress,,101868,House Committee on Rules,,2014-03-04T20:00:00Z,female
The Honorable,,female,0.96,Lynn,Jenkins,Member of Congress,,102550,House Committee on Rules,,2014-07-23T19:00:00Z,female
The Honorable,,female,0.96,Lynn,Jenkins,Member of Congress,,102258,House Committee on Rules,,2014-05-20T19:00:00Z,female
The Honorable,,male,0.96,Sheldon,Whitehouse,United States Senator,,102437,House Committee on Oversight and Government Reform,,2014-06-25T13:30:00Z,male
The Honorable,,male,0.97,Adrian,Smith,Member of Congress,,102305,House Committee on Natural Resources,Water and Power,2014-06-10T18:00:00Z,male
The Honorable,,male,0.97,Arne,Duncan,Secretary,U.S. Department of Education,102157,House Committee on Education and the Workforce,,2014-04-29T14:00:00Z,male
The Honorable,,male,0.97,Arne,Duncan,Secretary,Department of Education,102071,House Committee on Appropriations,"Labor, Health and Human Services, Education, and Related Agencies",2014-04-08T14:30:00Z,male
The Honorable,,male,0.97,Fred,Hochberg,Chairman and President,Export-Import Bank of the United States,102572,House Committee on Oversight and Government Reform,"Economic Growth, Job Creation, and Regulatory Affairs",2014-07-29T14:00:00Z,male
The Honorable,,male,0.97,Fred,Hochberg,Chairman of the Board and President,Export-Import Bank,102435,House Committee on Financial Services,,2014-06-25T14:00:00Z,male
The Honorable,,male,0.97,Glen,Conrad,Chief Judge,"United States District Court, Western District of Virginia",102356,House Committee on the Judiciary,"Courts, Intellectual Property, and the Internet",2014-06-19T14:00:00Z,male
The Honorable,,male,0.97,Ray,Mabus,Secretary,United States Navy,101924,House Committee on Appropriations,Defense,2014-03-26T02:00:00Z,male
The Honorable,,male,0.97,Ray,Mabus,Secretary of the Navy,Department of Defense,101892,House Committee on Armed Services,,2014-03-12T14:00:00Z,male
The Honorable,,male,0.97,Shaun,Donovan,Secretary,Department of Housing and Urban Development,102031,House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",2014-04-02T06:00:00Z,male
The Honorable,,male,0.97,Shaun,Donovan,Secretary,Department of Housing and Urban Development,101861,House Committee on Appropriations,"Transportation, and Housing and Urban Development, and Related Agencies",2014-04-10T14:00:00Z,male
The Honorable,,male,0.98,Beto,O'Rourke,Member of Congress,,102098,House Committee on Armed Services,,2014-04-09T14:00:00Z,male
The Honorable,,male,0.98,Bob,Goodlatte,Member of Congress,,102213,House Committee on Rules,,2014-05-06T21:00:00Z,male
The Honorable,,male,0.98,Bob,Perciasepe,Deputy Administrator,U.S. Environmental Protection Agency,102211,House Committee on Oversight and Government Reform,,2014-05-07T13:30:00Z,male
The Honorable,,male,0.98,Bob,Goodlatte,Member of Congress,,101836,House Committee on Rules,,2014-02-25T22:00:00Z,male
The Honorable,,male,0.98,Bob,Goodlatte,Member of Congress,,101685,House Committee on Rules,,2014-01-27T22:00:00Z,male
The Honorable,,male,0.98,Bob,Goodlatte,Member of Congress,,101542,House Committee on Rules,,2013-12-03T20:00:00Z,male
The Honorable,,male,0.98,Bob,Goodlatte,Member of Congress,,101477,House Committee on Rules,,2013-11-12T22:00:00Z,male
The Honorable,,male,0.98,Bob,Goodlatte,Member of Congress,,101477,House Committee on Rules,,2013-11-12T22:00:00Z,male
The Honorable,,male,0.98,Bob,Gibbs,Member of Congress,,101428,House Committee on Rules,,2013-10-22T21:00:00Z,male
The Honorable,,male,0.98,Bob,Perciasepe,Deputy Administrator,U.S. Environmental Protection Agency,101387,House Committee on Oversight and Government Reform,,2013-10-01T13:30:00Z,male
The Honorable,,male,0.98,Bob,Perciasepe,Acting Administrator,U.S. Environmental Protection Agency,100849,House Committee on Energy and Commerce,Energy and Power,2013-05-16T14:00:00Z,male
The Honorable,,male,0.98,Bob,Goodlatte,Member of Congress,,102258,House Committee on Rules,,2014-05-20T19:00:00Z,male
The Honorable,,male,0.98,Christian,Holmes,Global Water Coordinator,U.S. Agency for International Development,101249,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",2013-08-01T18:00:00Z,male
The Honorable,,male,0.98,Earl,Gast,"Assistant Administrator, Bureau for Africa",U.S. Agency for International Development,101645,House Committee on Foreign Affairs,,2014-01-15T15:00:00Z,male
The Honorable,,male,0.98,Earl,Gast,"Assistant Administrator, Bureau for Africa",U.S. Agency for International Development,101033,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",2013-06-20T14:00:00Z,male
